experiment_id,experiment_title,policy_name,policy_family,simulator_name,balls,bins,trials,weighted_balls,max_weight,workload_seed,allocation_seed,k,heap_size,average_load_mean,average_load_stddev,max_load_mean,max_load_stddev,cv_load_mean,cv_load_stddev,cost_per_ball_mean,cost_per_ball_stddev,total_cost_mean,total_cost_stddev,random_draw_cost_per_ball,load_read_cost_per_ball,compare_cost_per_ball,state_read_cost_per_ball,state_update_cost_per_ball,state_memory_cost_per_ball,heap_update_cost_per_ball,stateless_cost_per_ball,stateful_cost_per_ball,reference_type,reference_max_load,reference_cv_load,reference_note
01_stateless_baseline,Stateless baseline,Random,stateless,PowerKSimulator,10000,16,30,false,1,42,1337,1,0,625,0,669.2,15.8905740874,0.0373285421841,0.00771482708647,1,0,10000,0,1,0,0,0,0,0,0,1,0,unweighted_optimal,625,0,Optimal unweighted allocation
01_stateless_baseline,Stateless baseline,Power-2,stateless,PowerKSimulator,10000,16,30,false,1,42,1337,2,0,625,0,626.266666667,0.449776445109,0.00149207426706,0.000410694594441,13,0,130000,0,2,10,1,0,0,0,0,13,0,unweighted_optimal,625,0,Optimal unweighted allocation
01_stateless_baseline,Stateless baseline,Power-3,stateless,PowerKSimulator,10000,16,30,false,1,42,1337,3,0,625,0,626,0,0.000943187165202,0.000225292081833,20,0,200000,0,3,15,2,0,0,0,0,20,0,unweighted_optimal,625,0,Optimal unweighted allocation
01_stateless_baseline,Stateless baseline,Absolute minimum,stateless,PowerKSimulator,10000,16,30,false,1,42,1337,16,0,625,0,625,0,0,0,111,0,1110000,0,16,80,15,0,0,0,0,111,0,unweighted_optimal,625,0,Optimal unweighted allocation
01_stateless_baseline,Stateless baseline,Random,stateless,PowerKSimulator,10000,32,30,false,1,42,1337,1,0,312.5,0,349.133333333,11.4612791407,0.0535913412097,0.00855264512495,1,0,10000,0,1,0,0,0,0,0,0,1,0,unweighted_optimal,313,0.0016,Optimal unweighted allocation
01_stateless_baseline,Stateless baseline,Power-2,stateless,PowerKSimulator,10000,32,30,false,1,42,1337,2,0,312.5,0,314.033333333,0.319841914975,0.00295886085952,0.000640965662115,13,0,130000,0,2,10,1,0,0,0,0,13,0,unweighted_optimal,313,0.0016,Optimal unweighted allocation
01_stateless_baseline,Stateless baseline,Power-3,stateless,PowerKSimulator,10000,32,30,false,1,42,1337,3,0,312.5,0,313.566666667,0.504006932994,0.00197636265536,0.000293593645711,20,0,200000,0,3,15,2,0,0,0,0,20,0,unweighted_optimal,313,0.0016,Optimal unweighted allocation
01_stateless_baseline,Stateless baseline,Absolute minimum,stateless,PowerKSimulator,10000,32,30,false,1,42,1337,32,0,312.5,0,313,0,0.0016,6.61642131338e-19,223,0,2230000,0,32,160,31,0,0,0,0,223,0,unweighted_optimal,313,0.0016,Optimal unweighted allocation
02_diminishing_returns,Diminishing returns of k,Random,stateless,PowerKSimulator,10000,16,30,false,1,42,1337,1,0,625,0,669.2,15.8905740874,0.0373285421841,0.00771482708647,1,0,10000,0,1,0,0,0,0,0,0,1,0,unweighted_optimal,625,0,Optimal unweighted allocation
02_diminishing_returns,Diminishing returns of k,Power-2,stateless,PowerKSimulator,10000,16,30,false,1,42,1337,2,0,625,0,626.266666667,0.449776445109,0.00149207426706,0.000410694594441,13,0,130000,0,2,10,1,0,0,0,0,13,0,unweighted_optimal,625,0,Optimal unweighted allocation
02_diminishing_returns,Diminishing returns of k,Power-3,stateless,PowerKSimulator,10000,16,30,false,1,42,1337,3,0,625,0,626,0,0.000943187165202,0.000225292081833,20,0,200000,0,3,15,2,0,0,0,0,20,0,unweighted_optimal,625,0,Optimal unweighted allocation
02_diminishing_returns,Diminishing returns of k,Power-4,stateless,PowerKSimulator,10000,16,30,false,1,42,1337,4,0,625,0,625.966666667,0.182574185835,0.000755096333664,0.00022398320493,27,0,270000,0,4,20,3,0,0,0,0,27,0,unweighted_optimal,625,0,Optimal unweighted allocation
02_diminishing_returns,Diminishing returns of k,Power-8,stateless,PowerKSimulator,10000,16,30,false,1,42,1337,8,0,625,0,625.8,0.406838102172,0.000468169311629,0.000245267262351,55,0,550000,0,8,40,7,0,0,0,0,55,0,unweighted_optimal,625,0,Optimal unweighted allocation
02_diminishing_returns,Diminishing returns of k,Absolute minimum,stateless,PowerKSimulator,10000,16,30,false,1,42,1337,16,0,625,0,625,0,0,0,111,0,1110000,0,16,80,15,0,0,0,0,111,0,unweighted_optimal,625,0,Optimal unweighted allocation
02_diminishing_returns,Diminishing returns of k,Random,stateless,PowerKSimulator,10000,32,30,false,1,42,1337,1,0,312.5,0,349.133333333,11.4612791407,0.0535913412097,0.00855264512495,1,0,10000,0,1,0,0,0,0,0,0,1,0,unweighted_optimal,313,0.0016,Optimal unweighted allocation
02_diminishing_returns,Diminishing returns of k,Power-2,stateless,PowerKSimulator,10000,32,30,false,1,42,1337,2,0,312.5,0,314.033333333,0.319841914975,0.00295886085952,0.000640965662115,13,0,130000,0,2,10,1,0,0,0,0,13,0,unweighted_optimal,313,0.0016,Optimal unweighted allocation
02_diminishing_returns,Diminishing returns of k,Power-3,stateless,PowerKSimulator,10000,32,30,false,1,42,1337,3,0,312.5,0,313.566666667,0.504006932994,0.00197636265536,0.000293593645711,20,0,200000,0,3,15,2,0,0,0,0,20,0,unweighted_optimal,313,0.0016,Optimal unweighted allocation
02_diminishing_returns,Diminishing returns of k,Power-4,stateless,PowerKSimulator,10000,32,30,false,1,42,1337,4,0,312.5,0,313.133333333,0.345745903642,0.00171531078301,0.000154391746571,27,0,270000,0,4,20,3,0,0,0,0,27,0,unweighted_optimal,313,0.0016,Optimal unweighted allocation
02_diminishing_returns,Diminishing returns of k,Power-8,stateless,PowerKSimulator,10000,32,30,false,1,42,1337,8,0,312.5,0,313,0,0.0016,6.61642131338e-19,55,0,550000,0,8,40,7,0,0,0,0,55,0,unweighted_optimal,313,0.0016,Optimal unweighted allocation
02_diminishing_returns,Diminishing returns of k,Power-16,stateless,PowerKSimulator,10000,32,30,false,1,42,1337,16,0,312.5,0,313,0,0.0016,6.61642131338e-19,111,0,1110000,0,16,80,15,0,0,0,0,111,0,unweighted_optimal,313,0.0016,Optimal unweighted allocation
02_diminishing_returns,Diminishing returns of k,Absolute minimum,stateless,PowerKSimulator,10000,32,30,false,1,42,1337,32,0,312.5,0,313,0,0.0016,6.61642131338e-19,223,0,2230000,0,32,160,31,0,0,0,0,223,0,unweighted_optimal,313,0.0016,Optimal unweighted allocation
03_stateful_vs_stateless_unweighted,Stateful vs stateless under equal weights,Random,stateless,PowerKSimulator,10000,16,30,false,1,42,1337,1,0,625,0,669.2,15.8905740874,0.0373285421841,0.00771482708647,1,0,10000,0,1,0,0,0,0,0,0,1,0,unweighted_optimal,625,0,Optimal unweighted allocation
03_stateful_vs_stateless_unweighted,Stateful vs stateless under equal weights,Power-2,stateless,PowerKSimulator,10000,16,30,false,1,42,1337,2,0,625,0,626.266666667,0.449776445109,0.00149207426706,0.000410694594441,13,0,130000,0,2,10,1,0,0,0,0,13,0,unweighted_optimal,625,0,Optimal unweighted allocation
03_stateful_vs_stateless_unweighted,Stateful vs stateless under equal weights,Power-3,stateless,PowerKSimulator,10000,16,30,false,1,42,1337,3,0,625,0,626,0,0.000943187165202,0.000225292081833,20,0,200000,0,3,15,2,0,0,0,0,20,0,unweighted_optimal,625,0,Optimal unweighted allocation
